partNumber,series,description
16920,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X31PIN WITH POST GOLD FLASH TUBE　
16921,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X32PIN WITH POST GOLD FLASH TUBE　
16922,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X33PIN WITH POST GOLD FLASH TUBE　
16923,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X35PIN WITH POST GOLD FLASH TUBE　
16924,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X36PIN WITH POST GOLD FLASH TUBE　
16925,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X37PIN WITH POST GOLD FLASH TUBE　
16926,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X39PIN WITH POST GOLD FLASH TUBE　
16927,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X40PIN WITH POST GOLD FLASH TUBE　
16928,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X41PIN WITH POST GOLD FLASH TUBE　
16929,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X42PIN WITH POST GOLD FLASH TUBE　
16930,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X43PIN WITH POST GOLD FLASH TUBE　
16931,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X44PIN WITH POST GOLD FLASH TUBE　
16932,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X45PIN WITH POST GOLD FLASH TUBE　
16933,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X46PIN WITH POST GOLD FLASH TUBE　
16934,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X47PIN WITH POST GOLD FLASH TUBE　
16935,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X48PIN WITH POST GOLD FLASH TUBE　
16936,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X49PIN WITH POST GOLD FLASH TUBE　
16937,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X50PIN WITH POST GOLD FLASH TUBE　
16938,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X19PIN WITH POST GOLD FLASH TUBE　
16939,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X34PIN WITH POST GOLD FLASH TUBE　
16940,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X38PIN WITH POST GOLD FLASH TUBE　
07908,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X10PIN WITHOUT POST GOLD FLASH OVER ALL WITH CAP　
22030,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MM2X07  WITH POST H=2.2MM CONTACT=1.8MM (INSULATOR H=1.5MM) WITH CAP GOLD FLASH TUBE　
21967,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MM2X06  WITH POST H=2.0MM CONTACT=3.0 MM GOLD FLASH TUBE　
21968,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MM2X07  WITH POST H=2.0MM CONTACT=3.0 MM GOLD FLASH TUBE　
15952,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X03PIN GOLD FLASH TUBE　
15953,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X04PIN GOLD FLASH TUBE　
15954,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X05PIN GOLD FLASH TUBE　
15955,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X06PIN GOLD FLASH TUBE　
15956,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X07PIN GOLD FLASH TUBE　
15957,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X08PIN GOLD FLASH TUBE　
15958,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X08PIN GOLD FLASH TUBE　
15959,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X10PIN GOLD FLASH TUBE　
15960,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X11PIN GOLD FLASH TUBE　
15961,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X11PIN GOLD FLASH TUBE　
15962,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X13PIN GOLD FLASH TUBE　
15963,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X14PIN GOLD FLASH TUBE　
15964,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X15PIN GOLD FLASH TUBE　
15965,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X16PIN GOLD FLASH TUBE　
15966,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X17PIN GOLD FLASH TUBE　
15967,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X18PIN GOLD FLASH TUBE　
15968,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X19PIN GOLD FLASH TUBE　
15969,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X20PIN GOLD FLASH TUBE　
15970,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X21PIN GOLD FLASH TUBE　
15971,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X22PIN GOLD FLASH TUBE　
15972,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X23PIN GOLD FLASH TUBE　
15973,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X24PIN GOLD FLASH TUBE　
15974,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X25PIN GOLD FLASH TUBE　
15975,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X26PIN GOLD FLASH TUBE　
15976,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X27PIN GOLD FLASH TUBE　
15977,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X28PIN GOLD FLASH TUBE　
15978,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X29PIN GOLD FLASH TUBE　
15979,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X30PIN GOLD FLASH TUBE　
15981,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X32PIN  GOLD FLASH TUBE　
15982,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X33PIN GOLD FLASH TUBE　
15983,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X34PIN GOLD FLASH TUBE　
15984,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X35PIN  GOLD FLASH TUBE　
15985,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X36PIN GOLD FLASH TUBE　
15986,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X37PIN GOLD FLASH TUBE　
15987,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X38PIN GOLD FLASH TUBE　
15988,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X39PIN GOLD FLASH TUBE　
15989,01101,2.00 FEMALE HEADER SMT 180°  WITH POST HEIGHT=2.4MM2X40PIN GOLD FLASH TUBE　
15933,01102,1.27X1.27 PIN HEADER DIP 90° 2X04PIN H=1.5MM CONTACT=3.8MM DIP=3.0MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE　
16421,01102,1.27X1.27 PIN HEADER DIP 90° 2X07PIN H=1.5MM CONTACT=3.8MM DIP=3.0MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE　
16431,01102,1.27X1.27 PIN HEADER DIP 90° 2X16PIN H=1.5MM CONTACT=3.8MM DIP=3.0MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE　
17728,01102,1.27X1.27 PIN HEADER DIP 90° 1X40 H=2.0MM CONTACT=4.0MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE 　
21014,01102,1.27X1.27 PIN HEADER DIP 90° 2X05PIN H=1.5MM CONTACT=4.0MM DIP=3.0MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE (BAG)　
19626,01102,1.27X1.27 PIN HEADER DIP 90° 1X20 H=2.0MM CONTACT=4.0MM DIP=1.0MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE 　
10087,01102,1.27X1.27 PIN HEADER DIP 90° 1X05 H=2.5MM CONTACT L=3.5MM DIP=2.4MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　
00633,01102,1.27X1.27 PIN HEADER DIP 90° 2X05 H=2.5MM CONTACT=4.0MM DIP=2.3MM GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
21988,01102,1.27X1.27 PIN HEADER DIP 90° 1X12  H=2.5MM CONTACT L=3.5MM DIP=2.4MM GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
15790,01103,2.00 FEMALE HEADER SMT SIDE ENTRY WITHOUT POST HEIGHT=5.0MM 2.54 FEMALE HEADER SMT 180°2X03 WITHOUT POST H=7.4   　
15996,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X05 GOLD FLASH TUBE　
15997,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X06 GOLD FLASH TUBE　
15998,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X07 GOLD FLASH TUBE　
16000,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X09 GOLD FLASH TUBE　
16001,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X10 GOLD FLASH TUBE　
16002,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X11 GOLD FLASH TUBE　
16003,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X11 GOLD FLASH TUBE　
16004,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X13 GOLD FLASH TUBE　
16005,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X14 GOLD FLASH TUBE　
16006,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X15 GOLD FLASH TUBE　
16007,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X16 GOLD FLASH TUBE　
16008,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X17 GOLD FLASH TUBE　
16009,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X18 GOLD FLASH TUBE　
16010,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X19 GOLD FLASH TUBE　
16011,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X20 GOLD FLASH TUBE　
16012,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X21 GOLD FLASH TUBE　
16013,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X22 GOLD FLASH TUBE　
16014,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X23 GOLD FLASH TUBE　
16015,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X24 GOLD FLASH TUBE　
16016,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X25 GOLD FLASH TUBE　
16017,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X26 GOLD FLASH TUBE　
16018,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X27 GOLD FLASH TUBE　
16019,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X28 GOLD FLASH TUBE　
16020,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X29 GOLD FLASH TUBE　
16021,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X30 GOLD FLASH TUBE　
16022,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X31 GOLD FLASH TUBE　
16023,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X32 GOLD FLASH TUBE　
16024,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X33 GOLD FLASH TUBE　
16025,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X34 GOLD FLASH TUBE　
16026,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X35 GOLD FLASH TUBE　
16027,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X36 GOLD FLASH TUBE　
16028,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X37 GOLD FLASH TUBE　
16029,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X38 GOLD FLASH TUBE　
16030,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X39 GOLD FLASH TUBE　
16031,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X40 GOLD FLASH TUBE　
18751,01105,2.00 FEMALE HEADER SMT  180° WITHOUT POST H=2.85MM2X08 GOLD FLASH TUBE　
12313,01106,2.54 FEMALE HEADER SPACER TYPE DIP 180° PLUS TWO PLASTIC H=13.5MM2X20  DIP=3.0MM  GOLD  FLASH  TUBE 　
12314,01106,2.54 FEMALE HEADER SPACER TYPE DIP 180° PLUS TWO PLASTIC H=13.5MM2X04  DIP=3.0MM  GOLD  FLASH  TUBE 　
13369,01106,2.54 FEMALE HEADER SPACER TYPE DIP 180° PLUS TWO PLASTIC H=13.5MM2X13  DIP=3.0MM  GOLD  FLASH  TUBE 　
22083,01106,2.54 FEMALE HEADER SPACER TYPE DIP 180° PLUS TWO PLASTIC H=13.5MM2X40  DIP=3.0MM  GOLD  FLASH WITHSTAND HIGH TEMPERATURE TUBE　
20482,01107,1.0X1.0 FEMALE HEADER DIP 180°2X30 H=2.1MM GOLD FLASH WITHSTAND HIGH TEMPATURE TUBE　
21027,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X08  H=2.2MM  WITHOUT POST GOLD FLASH TUBE  　
21028,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X05  H=2.2MM  WITHOUT POST GOLD FLASH TUBE   　
21029,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X11  H=2.2MM  WITHOUT POST GOLD FLASH TUBE   　
21030,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X12  H=2.2MM  WITHOUT POST GOLD FLASH TUBE　
20915,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X05 BOTTOM ENTRY WITH POST H=2.3MM GOLD FLASH TUBE HALOGEN FREE　
20916,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X07 BOTTOM ENTRY WITH POST H=2.3MM GOLD FLASH TUBE HALOGEN FREE　
21158,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X11 BOTTOM ENTRY WITH POST H=2.3MM GOLD FLASH TUBE　
21159,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X03 BOTTOM ENTRY WITH POST H=2.3MM GOLD FLASH  SMALL BOX　
18301,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X26  H=2.2MM  WITHOUT POST GOLD FLASH (1 TUBE=17PCS)　
18303,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X28 H=2.2MM  WITHOUT POST GOLD FLASH (1 TUBE=16PCS) 　
18326,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X02PIN WITH POST  GOLD FLASH　
18327,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X03PIN WITH POST GOLD FLASH TUBE　
18328,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X04PIN WITH POST GOLD FLASH TUBE　
18329,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X05PIN WITH POST GOLD FLASH TUBE 　
18330,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X06PIN WITH POST GOLD FLASH TUBE　
18331,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X07PIN WITH POST GOLD FLASH TUBE　
18332,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X08PIN WITH POST GOLD FLASH TUBE　
18333,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X09PIN WITH POST GOLD FLASH TUBE　
18334,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X10PIN WITH POST GOLD FLASH TUBE 　
18335,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X11PIN WITH POST GOLD FLASH TUBE　
18336,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X12PIN WITH POST GOLD FLASH TUBE　
18337,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X13PIN WITH POST GOLD FLASH TUBE　
18338,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X14PIN WITH POST GOLD FLASH TUBE 　
18339,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X15PIN WITH POST GOLD FLASH TUBE 　
18340,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X16PIN WITH POST GOLD FLASH TUBE　
18341,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X17PIN WITH POST GOLD FLASH TUBE 　
18342,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X18PIN WITH POST GOLD FLASH TUBE　
18343,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X19PIN WITH POST GOLD FLASH TUBE　
18344,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X20PIN WITH POST GOLD FLASH TUBE　
18345,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X21PIN WITH POST GOLD FLASH TUBE　
18346,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X22PIN WITH POST GOLD FLASH TUBE　
18347,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X23PIN WITH POST GOLD FLASH TUBE　
18348,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X24PIN WITH POST GOLD FLASH TUBE　
18349,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X25PIN WITH POST GOLD FLASH TUBE　
18350,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X26PIN WITH POST GOLD FLASH TUBE　
18351,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X27PIN WITH POST GOLD FLASH TUBE　
18352,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X28PIN WITH POST GOLD FLASH TUBE　
18353,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X29PIN WITH POST GOLD FLASH TUBE 　
18354,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X30PIN WITH POST GOLD FLASH TUBE　
18355,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X31PIN WITH POST GOLD FLASH TUBE　
18356,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X32PIN WITH POST GOLD FLASH TUBE　
18357,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X33PIN WITH POST GOLD FLASH TUBE 　
18358,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X34PIN WITH POST GOLD FLASH TUBE　
18359,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X35PIN WITH POST GOLD FLASH TUBE　
18360,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X36PIN WITH POST GOLD FLASH TUBE　
18361,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X37PIN WITH POST GOLD FLASH TUBE 　
18362,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X38PIN WITH POST GOLD FLASH TUBE　
18363,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X39PIN WITH POST GOLD FLASH TUBE　
18364,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X40PIN WITH POST GOLD FLASH TUBE　
18365,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X41PIN WITH POST GOLD FLASH TUBE 　
18366,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X42PIN WITH POST GOLD FLASH TUBE　
18367,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X43PIN WITH POST GOLD FLASH TUBE　
18368,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X44PIN WITH POST GOLD FLASH TUBE　
18369,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X45PIN WITH POST GOLD FLASH TUBE　
18370,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X46PIN WITH POST GOLD FLASH TUBE 　
18371,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X47PIN WITH POST GOLD FLASH TUBE 　
18372,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X48PIN WITH POST GOLD FLASH TUBE 　
18373,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X49PIN WITH POST GOLD FLASH TUBE　
18374,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X50PIN WITH POST GOLD FLASH TUBE　
02911,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X05  H=2.2MM  WITHOUT POST GOLD FLASH TUBE   　
22009,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X07  PIN  H=2.2MM  WITH POST GOLD FLASH  WITH CAP (TUBE)　
21977,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X05PIN  H=2.2MM  WITH POST GOLD FLASH  WITH CAP (TUBE)　
21640,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X25PIN  H=2.2MM  WITH POST GOLD FLASH  WITH CAP TUBE　
21641,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X30PIN  H=2.2MM  WITH POST GOLD FLASH  WITH CAP TUBE　
21642,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X50PIN  H=2.2MM  WITH POST GOLD FLASH  WITH CAP (1 TUBE=9PCS)　
22380,01108,1.27X1.27 FEMALE HEADER SMT 180° HEIGHT=2.2/2.3MM2X25 WITHOUT POST H=2.2MM GOLD FLASH WITH CAP TUBE　
22215,0111,2.0 PIN HEADER DIP 90°2X10P  (CONTACT=3MM  DIP=1.8MM) GOLD FLASH  WITHSTAND HIGH TEMPERATURE(BAG)　
21461,0111,2.0 PIN HEADER DIP 90°1X02  H=1.5MM CONTACT=3.2MM DIP=3.0MM GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
21357,0111,2.0 PIN HEADER DIP 90°1X10  CONTACT H=0.35MM GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
00234,0111,2.0 PIN HEADER DIP 90°1X02 GOLD FLASH  WITHSTAND HIGH TEMPERATURE　
00240,0111,2.0 PIN HEADER DIP 90°1X08PIN CONTACT+PLASTIC+DIP=2.8MM+1.5MM+2.8MM GOLD PLATED　
00243,0111,2.0 PIN HEADER DIP 90°1X10PIN CONTACT+PLASTIC+DIP=2.8MM+1.5MM+2.8MM GOLD PLATED　
00245,0111,2.0 PIN HEADER DIP 90°1X11PIN CONTACT+PLASTIC+DIP=2.8MM+1.5MM+2.8MM GOLD PLATED　
00248,0111,2.0 PIN HEADER DIP 90°1X17PIN CONTACT+PLASTIC+DIP=3.9MM+1.5MM+2.8MM GOLD PLATED　
00254,0111,2.0 PIN HEADER DIP 90°1X35PIN CONTACT+PLASTIC+DIP=2.8MM+1.5MM+2.8MM GOLD PLATED　
00256,0111,2.0 PIN HEADER DIP 90°2X03PIN GOLD FLASH  WITHSTAND HIGH TEMPERATURE　
00257,0111,2.0 PIN HEADER DIP 90°2X04PIN  GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
00258,0111,2.0 PIN HEADER DIP 90°2X04PIN CONTACT+PLASTIC+DIP=3.9MM+1.5MM+2.8MM GOLD PLATED　
00259,0111,2.0 PIN HEADER DIP 90°2X05PIN GOLD FLASH  WITHSTAND HIGH TEMPERATURE　
00260,0111,2.0 PIN HEADER DIP 90°2X06PIN GOLD FLASH  WITHSTAND HIGH TEMPERATURE　
00262,0111,2.0 PIN HEADER DIP 90°2X07PIN CONTACT+PLASTIC+DIP=3.9MM+1.5MM+2.8MM GOLD PLATED　
00263,0111,2.0 PIN HEADER DIP 90°2X08PIN GOLD FLASH  WITHSTAND HIGH TEMPERATURE (BAG)　
